180	76
178.2	75.24
178.2	75.24
176.4	74.48
176.4	74.48
174.6	73.72
0	73.72
172.8	72.96
172.8	72.96
171	72.2
171	72.2
169.2	71.44
169.2	71.44
0	70.68
167.4	70.68
165.6	69.92
165.6	69.92
163.8	69.16
163.8	69.16
162	68.4
0	68.4
160.2	67.64
160.2	67.64
158.4	66.88
158.4	66.88
156.6	66.12
156.6	66.12
0	65.36
154.8	65.36
183.6	689.52
183.6	77.52
181.8	76.76
181.8	76.76
180	76
0	76
178.2	75.24
178.2	75.24
176.4	74.48
176.4	74.48
174.6	73.72
174.6	73.72
0	72.96
172.8	72.96
171	72.2
171	72.2
169.2	71.44
169.2	71.44
167.4	70.68
0	70.68
165.6	69.92
165.6	69.92
163.8	69.16
163.8	69.16
162	68.4
162	68.4
0	67.64
160.2	67.64
158.4	66.88
158.4	66.88
187.2	691.04
187.2	79.04
185.4	78.28
0	78.28
183.6	77.52
183.6	77.52
181.8	76.76
181.8	76.76
180	76
180	76
0	75.24
178.2	75.24
176.4	74.48
176.4	74.48
174.6	73.72
174.6	73.72
172.8	72.96
0	72.96
171	72.2
171	72.2
169.2	71.44
169.2	71.44
167.4	70.68
167.4	70.68
0	69.92
165.6	69.92
163.8	69.16
163.8	69.16
162	68.4
162	68.4
191.7	710.94
0	80.94
189.9	80.18
189.9	80.18
188.1	79.42
188.1	79.42
186.3	78.66
186.3	78.66
0	77.9
184.5	77.9
182.7	77.14
182.7	77.14
180.9	76.38
180.9	76.38
179.1	75.62
0	75.62
177.3	74.86
177.3	74.86
175.5	74.1
175.5	74.1
173.7	73.34
173.7	73.34
0	72.58
171.9	72.58
170.1	71.82
170.1	71.82
168.3	71.06
168.3	71.06
166.5	70.3
0	70.3
197.1	731.22
197.1	83.22
195.3	82.46
195.3	82.46
193.5	81.7
193.5	81.7
0	80.94
191.7	80.94
189.9	80.18
189.9	80.18
188.1	79.42
188.1	79.42
186.3	78.66
0	78.66
184.5	77.9
184.5	77.9
182.7	77.14
182.7	77.14
180.9	76.38
180.9	76.38
0	75.62
179.1	75.62
177.3	74.86
177.3	74.86
175.5	74.1
175.5	74.1
173.7	73.34
0	73.34
171.9	72.58
171.9	72.58
203.4	751.88
203.4	85.88
201.6	85.12
201.6	85.12
0	84.36
199.8	84.36
198	83.6
198	83.6
196.2	82.84
196.2	82.84
194.4	82.08
0	82.08
192.6	81.32
192.6	81.32
190.8	80.56
190.8	80.56
189	79.8
189	79.8
0	79.04
187.2	79.04
185.4	78.28
185.4	78.28
183.6	77.52
183.6	77.52
181.8	76.76
0	76.76
180	76
180	76
178.2	75.24
178.2	75.24
211.5	791.3
